geoid,name,variable,estimate,moe
7239470,"Juncal comunidad, Puerto Rico",coresident_grandparents_total,0,15
7239574,"Juncos zona urbana, Puerto Rico",coresident_grandparents_total,134,80
7239875,"La Alianza comunidad, Puerto Rico",coresident_grandparents_total,51,48
7240348,"La Dolores comunidad, Puerto Rico",coresident_grandparents_total,52,69
7240563,"La Fermina comunidad, Puerto Rico",coresident_grandparents_total,64,96
7240950,"Lajas zona urbana, Puerto Rico",coresident_grandparents_total,28,42
7241274,"La Liga comunidad, Puerto Rico",coresident_grandparents_total,58,95
7241294,"La Luisa comunidad, Puerto Rico",coresident_grandparents_total,71,87
7241466,"Lamboglia comunidad, Puerto Rico",coresident_grandparents_total,0,15
7241767,"La Parguera comunidad, Puerto Rico",coresident_grandparents_total,105,125
7241810,"La Pica comunidad, Puerto Rico",coresident_grandparents_total,0,15
7242068,"La Playa comunidad, Puerto Rico",coresident_grandparents_total,68,86
7242197,"La Plena comunidad, Puerto Rico",coresident_grandparents_total,0,15
7242498,"Lares zona urbana, Puerto Rico",coresident_grandparents_total,163,114
7242842,"Las Carolinas comunidad, Puerto Rico",coresident_grandparents_total,140,173
7243057,"Las Croabas comunidad, Puerto Rico",coresident_grandparents_total,0,15
7243294,"Las Gaviotas comunidad, Puerto Rico",coresident_grandparents_total,18,30
7243702,"Las Marías comunidad, Puerto Rico",coresident_grandparents_total,0,15
7243788,"Las Marías zona urbana, Puerto Rico",coresident_grandparents_total,0,15
7244003,"Las Ochenta comunidad, Puerto Rico",coresident_grandparents_total,64,50
7244089,"Las Ollas comunidad, Puerto Rico",coresident_grandparents_total,15,24
7244390,"Las Piedras zona urbana, Puerto Rico",coresident_grandparents_total,0,22
7244507,"Lassalle comunidad, Puerto Rico",coresident_grandparents_total,0,15
7245170,"La Yuca comunidad, Puerto Rico",coresident_grandparents_total,0,15
7245379,"Liborio Negrón Torres comunidad, Puerto Rico",coresident_grandparents_total,28,43
7246282,"Lluveras comunidad, Puerto Rico",coresident_grandparents_total,0,15
7246368,"Loíza zona urbana, Puerto Rico",coresident_grandparents_total,0,15
7246626,"Lomas comunidad, Puerto Rico",coresident_grandparents_total,23,39
7246800,"Lomas Verdes comunidad, Puerto Rico",coresident_grandparents_total,0,15
7246960,"Los Héroes comunidad, Puerto Rico",coresident_grandparents_total,0,15
7247013,"Los Llanos comunidad, Puerto Rico",coresident_grandparents_total,59,72
7247336,"Los Panes comunidad, Puerto Rico",coresident_grandparents_total,42,68
7247422,"Los Prados comunidad, Puerto Rico",coresident_grandparents_total,22,36
7247615,"Luis Lloréns Torres comunidad, Puerto Rico",coresident_grandparents_total,131,119
7247701,"Luis M. Cintrón comunidad, Puerto Rico",coresident_grandparents_total,0,15
7247787,"Luquillo zona urbana, Puerto Rico",coresident_grandparents_total,162,116
7247873,"Luyando comunidad, Puerto Rico",coresident_grandparents_total,39,46
7248604,"Magas Arriba comunidad, Puerto Rico",coresident_grandparents_total,0,15
7248862,"Maguayo comunidad, Puerto Rico",coresident_grandparents_total,0,15
7250152,"Manatí zona urbana, Puerto Rico",coresident_grandparents_total,131,80
7250260,"Mansión del Mar comunidad, Puerto Rico",coresident_grandparents_total,551,174
7250270,"Mansión del Sol comunidad, Puerto Rico",coresident_grandparents_total,0,15
7250754,"María Antonia comunidad, Puerto Rico",coresident_grandparents_total,12,21
7251055,"Mariano Colón comunidad, Puerto Rico",coresident_grandparents_total,107,91
7251270,"Maricao zona urbana, Puerto Rico",coresident_grandparents_total,31,36
7251657,"Martorell comunidad, Puerto Rico",coresident_grandparents_total,0,15
7251700,"Marueño comunidad, Puerto Rico",coresident_grandparents_total,52,58
7252345,"Maunabo zona urbana, Puerto Rico",coresident_grandparents_total,0,15
7252431,"Mayagüez zona urbana, Puerto Rico",coresident_grandparents_total,668,244
7253678,"Miranda comunidad, Puerto Rico",coresident_grandparents_total,0,15
7253807,"Moca zona urbana, Puerto Rico",coresident_grandparents_total,0,15
7253979,"Monserrate comunidad, Puerto Rico",coresident_grandparents_total,37,59
7254366,"Monte Grande comunidad, Puerto Rico",coresident_grandparents_total,108,155
7254688,"Monte Verde comunidad, Puerto Rico",coresident_grandparents_total,0,15
7254882,"Mora comunidad, Puerto Rico",coresident_grandparents_total,30,48
7255097,"Morovis zona urbana, Puerto Rico",coresident_grandparents_total,0,15
7255355,"Mucarabones comunidad, Puerto Rico",coresident_grandparents_total,0,15
7255828,"Naguabo zona urbana, Puerto Rico",coresident_grandparents_total,48,79
7256129,"Naranjito zona urbana, Puerto Rico",coresident_grandparents_total,99,77
7257075,"Olimpo comunidad, Puerto Rico",coresident_grandparents_total,43,48
7257290,"Orocovis zona urbana, Puerto Rico",coresident_grandparents_total,0,15
7257612,"Pabellones comunidad, Puerto Rico",coresident_grandparents_total,0,15
7257806,"Pájaros comunidad, Puerto Rico",coresident_grandparents_total,253,202
7257862,"Pajonal comunidad, Puerto Rico",coresident_grandparents_total,0,15
7257978,"Palmarejo comunidad (Coamo Municipio), Puerto Rico",coresident_grandparents_total,0,15
7258064,"Palmarejo comunidad (Corozal Municipio), Puerto Rico",coresident_grandparents_total,29,44
7258150,"Palmarejo comunidad (Lajas Municipio), Puerto Rico",coresident_grandparents_total,66,103
7258365,"Palmas comunidad, Puerto Rico",coresident_grandparents_total,0,15
7258602,"Palmas del Mar comunidad, Puerto Rico",coresident_grandparents_total,53,87
7258613,"Palma Sola comunidad, Puerto Rico",coresident_grandparents_total,0,15
7258666,"Palmer comunidad, Puerto Rico",coresident_grandparents_total,47,73
7258967,"Palomas comunidad (Comerío Municipio), Puerto Rico",coresident_grandparents_total,91,112
7259053,"Palomas comunidad (Yauco Municipio), Puerto Rico",coresident_grandparents_total,0,15
7259139,"Palo Seco comunidad, Puerto Rico",coresident_grandparents_total,15,24
7259386,"Parcelas de Navarro comunidad, Puerto Rico",coresident_grandparents_total,64,107
7259420,"Parcelas La Milagrosa comunidad, Puerto Rico",coresident_grandparents_total,19,32
7259422,"Parcelas Mandry comunidad, Puerto Rico",coresident_grandparents_total,0,15
7259425,"Parcelas Nuevas comunidad, Puerto Rico",coresident_grandparents_total,0,15
7259440,"Parcelas Peñuelas comunidad, Puerto Rico",coresident_grandparents_total,0,15
7259450,"Parcelas Viejas Borinquen comunidad, Puerto Rico",coresident_grandparents_total,0,15
7260257,"Pastos comunidad, Puerto Rico",coresident_grandparents_total,0,15
7260472,"Patillas zona urbana, Puerto Rico",coresident_grandparents_total,62,71
7260945,"Peña Pobre comunidad, Puerto Rico",coresident_grandparents_total,96,93
7261074,"Peñuelas zona urbana, Puerto Rico",coresident_grandparents_total,60,60
7261545,"Piedra Aguza comunidad, Puerto Rico",coresident_grandparents_total,109,102
7261590,"Piedra Gorda comunidad, Puerto Rico",coresident_grandparents_total,17,26
7261977,"Piñas comunidad, Puerto Rico",coresident_grandparents_total,30,47
7263310,"Playa Fortuna comunidad, Puerto Rico",coresident_grandparents_total,56,84
7263503,"Playita comunidad (Salinas Municipio), Puerto Rico",coresident_grandparents_total,10,16
7263525,"Playita comunidad (Yabucoa Municipio), Puerto Rico",coresident_grandparents_total,91,104
7263568,"Playita Cortada comunidad, Puerto Rico",coresident_grandparents_total,0,15
7263697,"Pole Ojea comunidad, Puerto Rico",coresident_grandparents_total,111,101
7263820,"Ponce zona urbana, Puerto Rico",coresident_grandparents_total,2080,400
7264127,"Potala Pastillo comunidad, Puerto Rico",coresident_grandparents_total,64,77
7264400,"Pueblito del Carmen comunidad, Puerto Rico",coresident_grandparents_total,0,15
7264500,"Pueblito del Río comunidad, Puerto Rico",coresident_grandparents_total,61,90
7265589,"Puerto Real comunidad, Puerto Rico",coresident_grandparents_total,72,61
7266492,"Punta Santiago comunidad, Puerto Rico",coresident_grandparents_total,87,73
7266660,"Quebrada comunidad, Puerto Rico",coresident_grandparents_total,0,15
7267200,"Quebrada del Agua comunidad, Puerto Rico",coresident_grandparents_total,23,37
7267675,"Quebrada Prieta comunidad, Puerto Rico",coresident_grandparents_total,22,36
7268040,"Quebradillas zona urbana, Puerto Rico",coresident_grandparents_total,0,22
7268513,"Rafael Capó comunidad, Puerto Rico",coresident_grandparents_total,0,15
7268556,"Rafael González comunidad, Puerto Rico",coresident_grandparents_total,67,108
7268599,"Rafael Hernández comunidad, Puerto Rico",coresident_grandparents_total,27,32
7268771,"Ramos comunidad, Puerto Rico",coresident_grandparents_total,0,15
7269488,"Rincón comunidad, Puerto Rico",coresident_grandparents_total,0,15
7269588,"Rincón zona urbana, Puerto Rico",coresident_grandparents_total,0,15
7270448,"Río Blanco comunidad, Puerto Rico",coresident_grandparents_total,112,137
7270706,"Río Cañas Abajo comunidad, Puerto Rico",coresident_grandparents_total,0,15
7271136,"Río Grande zona urbana, Puerto Rico",coresident_grandparents_total,305,199
7271437,"Río Lajas comunidad, Puerto Rico",coresident_grandparents_total,37,59
7271996,"Rodríguez Hevia comunidad, Puerto Rico",coresident_grandparents_total,0,15
7272555,"Rosa Sánchez comunidad, Puerto Rico",coresident_grandparents_total,16,28
7273200,"Sabana comunidad, Puerto Rico",coresident_grandparents_total,36,58
7273372,"Sabana Eneas comunidad, Puerto Rico",coresident_grandparents_total,132,129
7273544,"Sabana Grande zona urbana, Puerto Rico",coresident_grandparents_total,243,144
7273716,"Sabana Hoyos comunidad, Puerto Rico",coresident_grandparents_total,15,24
7274189,"Sabana Seca comunidad, Puerto Rico",coresident_grandparents_total,256,174
7274877,"Salinas zona urbana, Puerto Rico",coresident_grandparents_total,106,64
7275608,"San Antonio comunidad (Aguadilla Municipio), Puerto Rico",coresident_grandparents_total,0,15
7275694,"San Antonio comunidad (Dorado Municipio), Puerto Rico",coresident_grandparents_total,60,71
7275780,"San Antonio comunidad (Quebradillas Municipio), Puerto Rico",coresident_grandparents_total,147,142
7276167,"San Germán zona urbana, Puerto Rico",coresident_grandparents_total,224,145
7276339,"San Isidro comunidad, Puerto Rico",coresident_grandparents_total,257,165
7276683,"San José comunidad, Puerto Rico",coresident_grandparents_total,65,48
7276770,"San Juan zona urbana, Puerto Rico",coresident_grandparents_total,4201,646
7277027,"San Lorenzo zona urbana, Puerto Rico",coresident_grandparents_total,136,95
7277500,"San Sebastián zona urbana, Puerto Rico",coresident_grandparents_total,183,127
7277672,"Santa Bárbara comunidad, Puerto Rico",coresident_grandparents_total,40,65
7277826,"Santa Clara comunidad, Puerto Rico",coresident_grandparents_total,0,15
7278145,"Santa Isabel zona urbana, Puerto Rico",coresident_grandparents_total,21,23
7278317,"Santa María comunidad, Puerto Rico",coresident_grandparents_total,0,15
7279564,"Santo Domingo comunidad, Puerto Rico",coresident_grandparents_total,90,138
7280596,"Stella comunidad, Puerto Rico",coresident_grandparents_total,0,15
7280639,"Suárez comunidad, Puerto Rico",coresident_grandparents_total,81,91
7281413,"Tallaboa comunidad, Puerto Rico",coresident_grandparents_total,68,64
7281456,"Tallaboa Alta comunidad, Puerto Rico",coresident_grandparents_total,70,75
7282055,"Tibes comunidad, Puerto Rico",coresident_grandparents_total,0,15
7282125,"Tiburones comunidad, Puerto Rico",coresident_grandparents_total,0,15
7282187,"Tierras Nuevas Poniente comunidad, Puerto Rico",coresident_grandparents_total,30,49
7282488,"Toa Alta zona urbana, Puerto Rico",coresident_grandparents_total,98,74
7282617,"Toa Baja zona urbana, Puerto Rico",coresident_grandparents_total,19,21
7282692,"Toaville comunidad, Puerto Rico",coresident_grandparents_total,0,15
7282875,"Tomás de Castro comunidad, Puerto Rico",coresident_grandparents_total,0,15
7283606,"Trujillo Alto zona urbana, Puerto Rico",coresident_grandparents_total,718,222
7284509,"Utuado zona urbana, Puerto Rico",coresident_grandparents_total,127,106
7284917,"Valle Hill comunidad, Puerto Rico",coresident_grandparents_total,0,15
7285025,"Vayas comunidad, Puerto Rico",coresident_grandparents_total,0,15
7285111,"Vázquez comunidad, Puerto Rico",coresident_grandparents_total,0,15
7285197,"Vega Alta zona urbana, Puerto Rico",coresident_grandparents_total,286,168
7285326,"Vega Baja zona urbana, Puerto Rico",coresident_grandparents_total,466,231
7285971,"Vieques comunidad, Puerto Rico",coresident_grandparents_total,106,85
7286014,"Vieques zona urbana, Puerto Rico",coresident_grandparents_total,0,15
7286250,"Villa Calma comunidad, Puerto Rico",coresident_grandparents_total,71,80
7286509,"Villa de Sabana comunidad, Puerto Rico",coresident_grandparents_total,19,30
7286584,"Villa Esperanza comunidad, Puerto Rico",coresident_grandparents_total,0,15
7286788,"Villa Hugo I comunidad, Puerto Rico",coresident_grandparents_total,56,53
7286796,"Villa Hugo II comunidad, Puerto Rico",coresident_grandparents_total,0,15
7286831,"Villalba zona urbana, Puerto Rico",coresident_grandparents_total,107,71
7287240,"Villa Quintero comunidad, Puerto Rico",coresident_grandparents_total,0,15
7287272,"Villas del Sol comunidad, Puerto Rico",coresident_grandparents_total,0,15
7287282,"Villa Sin Miedo comunidad, Puerto Rico",coresident_grandparents_total,0,15
7287638,"Voladoras comunidad, Puerto Rico",coresident_grandparents_total,0,15
7287863,"Yabucoa zona urbana, Puerto Rico",coresident_grandparents_total,212,89
7288035,"Yauco zona urbana, Puerto Rico",coresident_grandparents_total,249,133
7288121,"Yaurel comunidad, Puerto Rico",coresident_grandparents_total,21,33
7288293,"Yeguada comunidad, Puerto Rico",coresident_grandparents_total,0,15
7200186,"Aceitunas comunidad, Puerto Rico",responsible_total,0,15
7200358,"Adjuntas zona urbana, Puerto Rico",responsible_total,0,15
7200616,"Aguada zona urbana, Puerto Rico",responsible_total,0,15
7200745,"Aguadilla zona urbana, Puerto Rico",responsible_total,57,57
7200874,"Aguas Buenas zona urbana, Puerto Rico",responsible_total,16,25
7201003,"Aguas Claras comunidad, Puerto Rico",responsible_total,25,38
7201089,"Aguilita comunidad, Puerto Rico",responsible_total,15,23
7201218,"Aibonito zona urbana, Puerto Rico",responsible_total,75,62
7201863,"Alianza comunidad, Puerto Rico",responsible_total,26,40
7202680,"Añasco zona urbana, Puerto Rico",responsible_total,22,24
7203024,"Animas comunidad, Puerto Rico",responsible_total,0,15
7203174,"Anon Raices comunidad, Puerto Rico",responsible_total,0,15
7203196,"Antón Ruíz comunidad, Puerto Rico",responsible_total,160,239
7203368,"Arecibo zona urbana, Puerto Rico",responsible_total,123,98
7203927,"Arroyo zona urbana, Puerto Rico",responsible_total,21,35
7204620,"Bairoa La Veinticinco comunidad, Puerto Rico",responsible_total,0,15
7204658,"Bajadero comunidad, Puerto Rico",responsible_total,27,43
7204701,"Bajandas comunidad, Puerto Rico",responsible_total,0,15
7205217,"Barahona comunidad, Puerto Rico",responsible_total,0,15
7205346,"Barceloneta zona urbana, Puerto Rico",responsible_total,27,32
7205690,"Barranquitas zona urbana, Puerto Rico",responsible_total,0,15
7206421,"Bartolo comunidad, Puerto Rico",responsible_total,0,15
7206593,"Bayamón zona urbana, Puerto Rico",responsible_total,1052,263
7206679,"Bayamón comunidad, Puerto Rico",responsible_total,0,15
7207496,"Benítez comunidad, Puerto Rico",responsible_total,0,15
7207668,"Betances comunidad, Puerto Rico",responsible_total,0,15
7207969,"Boquerón comunidad (Cabo Rojo Municipio), Puerto Rico",responsible_total,0,15
7208099,"Boquerón comunidad (Las Piedras Municipio), Puerto Rico",responsible_total,35,58
7208700,"Breñas comunidad, Puerto Rico",responsible_total,0,15
7208722,"Brisas del Campanero comunidad, Puerto Rico",responsible_total,70,81
7209087,"Buena Vista comunidad (Arroyo Municipio), Puerto Rico",responsible_total,0,15
7209250,"Buena Vista comunidad (Humacao Municipio), Puerto Rico",responsible_total,0,15
