geoid,name,estimate_population,estimate_coresident_grandparents_total,estimate_responsible_total,estimate_less_than_six_months,estimate_six_to_eleven_months,estimate_one_or_two_years,estimate_three_or_four_years,estimate_five_plus_years,estimate_not_responsible,moe_population,moe_coresident_grandparents_total,moe_responsible_total,moe_less_than_six_months,moe_six_to_eleven_months,moe_one_or_two_years,moe_three_or_four_years,moe_five_plus_years,moe_not_responsible,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status,pct_responsible,moe_ratio,moe_exceeds_estimate,high_moe_flag,severe_moe_flag,cv_responsible_percent,responsible_ci90_lower,responsible_ci90_upper,pct_responsible_moe,percent_responsible_grandparents_less_than_six_months,percent_responsible_grandparents_less_than_six_months_moe,percent_responsible_grandparents_six_to_eleven_months,percent_responsible_grandparents_six_to_eleven_months_moe,percent_responsible_grandparents_one_or_two_years,percent_responsible_grandparents_one_or_two_years_moe,percent_responsible_grandparents_three_or_four_years,percent_responsible_grandparents_three_or_four_years_moe,percent_responsible_grandparents_five_plus_years,percent_responsible_grandparents_five_plus_years_moe,pct_responsible_ci90_lower,pct_responsible_ci90_upper,pct_responsible_cv_percent,pct_responsible_exclusion,percent_responsible_grandparents_less_than_six_months_ci90_lower,percent_responsible_grandparents_less_than_six_months_ci90_upper,percent_responsible_grandparents_less_than_six_months_cv_percent,percent_responsible_grandparents_less_than_six_months_exclusion,percent_responsible_grandparents_six_to_eleven_months_ci90_lower,percent_responsible_grandparents_six_to_eleven_months_ci90_upper,percent_responsible_grandparents_six_to_eleven_months_cv_percent,percent_responsible_grandparents_six_to_eleven_months_exclusion,percent_responsible_grandparents_one_or_two_years_ci90_lower,percent_responsible_grandparents_one_or_two_years_ci90_upper,percent_responsible_grandparents_one_or_two_years_cv_percent,percent_responsible_grandparents_one_or_two_years_exclusion,percent_responsible_grandparents_three_or_four_years_ci90_lower,percent_responsible_grandparents_three_or_four_years_ci90_upper,percent_responsible_grandparents_three_or_four_years_cv_percent,percent_responsible_grandparents_three_or_four_years_exclusion,percent_responsible_grandparents_five_plus_years_ci90_lower,percent_responsible_grandparents_five_plus_years_ci90_upper,percent_responsible_grandparents_five_plus_years_cv_percent,percent_responsible_grandparents_five_plus_years_exclusion,acs_year,acs_period,acs_product,state_fips,caregivers_per_1000_population,caregivers_per_1000_population_moe,story_scale_exclusion,national_rank_caregiver_count,national_percentile_caregiver_count,national_decile_caregiver_count,eligible_n_caregiver_count,exclusion_reason_caregiver_count,national_rank_caregiving_percent,national_percentile_caregiving_percent,national_decile_caregiving_percent,eligible_n_caregiving_percent,exclusion_reason_caregiving_percent,national_rank_less_than_six_months,national_percentile_less_than_six_months,national_decile_less_than_six_months,eligible_n_less_than_six_months,exclusion_reason_less_than_six_months,national_rank_six_to_eleven_months,national_percentile_six_to_eleven_months,national_decile_six_to_eleven_months,eligible_n_six_to_eleven_months,exclusion_reason_six_to_eleven_months,national_rank_one_or_two_years,national_percentile_one_or_two_years,national_decile_one_or_two_years,eligible_n_one_or_two_years,exclusion_reason_one_or_two_years,national_rank_three_or_four_years,national_percentile_three_or_four_years,national_decile_three_or_four_years,eligible_n_three_or_four_years,exclusion_reason_three_or_four_years,national_rank_five_plus_years,national_percentile_five_plus_years,national_decile_five_plus_years,eligible_n_five_plus_years,exclusion_reason_five_plus_years,national_rank_story_scale_caregiving_percent,national_percentile_story_scale_caregiving_percent,national_decile_story_scale_caregiving_percent,eligible_n_story_scale_caregiving_percent,exclusion_reason_story_scale_caregiving_percent,rank_by_count
1366220,"Rockingham CDP, Georgia",171,0,0,0,0,0,0,0,0,121,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,81.87134502923976,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1366304,"Rock Spring CDP, Georgia",1183,0,0,0,0,0,0,0,0,332,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,11.834319526627219,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1367676,"Russell CDP, Georgia",1089,61,0,0,0,0,0,0,61,454,100,14,14,14,14,14,14,100,0,0,Pass,61,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,22.950819672131146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.950819672131146,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,12.855831037649219,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1368096,"Sale City city, Georgia",318,3,0,0,0,0,0,0,3,171,5,14,14,14,14,14,14,5,0,0,Pass,3,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,466.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,44.0251572327044,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1368129,"Salem CDP, Georgia",385,0,0,0,0,0,0,0,0,160,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,36.36363636363636,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1368600,"Santa Claus city, Georgia",169,17,0,0,0,0,0,0,17,150,24,14,14,14,14,14,14,24,0,0,Pass,17,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,82.35294117647058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,82.35294117647058,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,82.84023668639054,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1368805,"Satilla CDP, Georgia",1057,60,0,0,0,0,0,0,60,503,84,14,14,14,14,14,14,84,0,0,Pass,60,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,23.333333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23.333333333333332,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,13.245033112582782,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1368880,"Sautee-Nacoochee CDP, Georgia",605,0,0,0,0,0,0,0,0,229,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,23.140495867768593,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1369336,"Scotland city, Georgia",218,0,0,0,0,0,0,0,0,130,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,64.22018348623854,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1369672,"Senoia city, Georgia",5589,76,0,0,0,0,0,0,76,37,70,20,20,20,20,20,20,70,0,0,Pass,76,0,Pass,0,NA,TRUE,NA,NA,NA,0,20,26.31578947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26.31578947368421,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,3.578457684737878,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1369728,"Seville CDP, Georgia",61,0,0,0,0,0,0,0,0,66,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,229.50819672131146,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1371282,"Sky Valley city, Georgia",647,0,0,0,0,0,0,0,0,175,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,21.638330757341574,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1371296,"Smarr CDP, Georgia",58,0,0,0,0,0,0,0,0,72,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,241.3793103448276,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1373312,"Statham city, Georgia",3018,88,0,0,0,0,0,0,88,31,78,14,14,14,14,14,14,78,0,0,Pass,88,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,15.909090909090908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.909090909090908,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,4.638833664678596,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1373452,"Sterling CDP, Georgia",2091,23,0,0,0,0,0,0,23,776,77,14,14,14,14,14,14,77,0,0,Pass,23,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,60.86956521739131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60.86956521739131,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,6.695361071257771,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1373760,"Stockton CDP, Georgia",185,0,0,0,0,0,0,0,0,139,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,75.67567567567568,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1374432,"Sumner town, Georgia",439,0,0,0,0,0,0,0,0,178,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,31.89066059225513,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1374628,"Sunnyside CDP, Georgia",1031,0,0,0,0,0,0,0,0,539,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,13.579049466537343,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1374768,"Sunset Village CDP, Georgia",825,0,0,0,0,0,0,0,0,362,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,16.969696969696972,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1374852,"Surrency town, Georgia",163,0,0,0,0,0,0,0,0,123,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,85.88957055214723,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1375239,"Talahi Island CDP, Georgia",961,32,0,0,0,0,0,0,32,226,37,14,14,14,14,14,14,37,0,0,Pass,32,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,43.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43.75,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,14.568158168574401,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1375272,"Talking Rock town, Georgia",274,5,0,0,0,0,0,0,5,162,10,14,14,14,14,14,14,10,0,0,Pass,5,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,51.09489051094891,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1375328,"Tallulah Falls town, Georgia",288,0,0,0,0,0,0,0,0,139,14,14,14,14,14,14,14,14,0,0,Pass,0,0,Pass,NA,NA,TRUE,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,48.611111111111114,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Missing input or nonpositive denominator,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
1375412,"Talmo town, Georgia",369,3,0,0,0,0,0,0,3,141,9,14,14,14,14,14,14,9,0,0,Pass,3,0,Pass,0,NA,TRUE,NA,NA,NA,0,14,466.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,Unavailable MOE or zero percentage,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,NA,NA,NA,Missing input or nonpositive denominator,2024,2020-2024,ACS five-year,13,0,37.94037940379403,Denominator below story-scale threshold,16421,24.374180660465697,3,32038,Retained,NA,NA,NA,771,Unavailable MOE or zero percentage,NA,NA,NA,48,Missing input or nonpositive denominator,NA,NA,NA,40,Missing input or nonpositive denominator,NA,NA,NA,154,Missing input or nonpositive denominator,NA,NA,NA,114,Missing input or nonpositive denominator,NA,NA,NA,593,Missing input or nonpositive denominator,NA,NA,NA,749,Denominator below story-scale threshold,464
